ID_Unico,ID_Producto,Tipo_Material,Temp_Aire_K,Temp_Proceso_K,Velocidad_Rotacion_RPM,Torque_Nm,Desgaste_Herramienta_min,Falla_Maquina,Falla_Desgaste_Herramienta,Falla_Disipacion_Calor,Falla_Potencia,Falla_Sobreesfuerzo,Falla_Aleatoria,Potencia_W,Dif_temperatura_K,Esfuerzo_desgaste,Estado_Falla
3903,L51082,L,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,5906.291890080429,8.900000000000034,3252.4,No Falla
3904,H33317,H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,6121.146112600536,8.900000000000034,3801.6000000000004,No Falla
3905,H33318,H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,7556.50971849866,8.900000000000034,5110.6,No Falla
3906,M18765,M,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,5705.313756702412,9.0,3699.3999999999996,No Falla
3907,L51086,L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,8489.286611930294,8.899999999999977,6812.5,No Falla
3908,M18767,M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,4610.401306970509,8.899999999999977,2652.8999999999996,No Falla
3909,L51088,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,6224.991621983914,8.899999999999977,4149.599999999999,No Falla
3910,H33323,H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,5534.014745308312,9.0,3514.8,No Falla
3911,L51090,L,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,5158.124581099195,9.0,3254.8999999999996,No Falla
3912,M18771,M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,7123.533847184986,9.0,6248.4,No Falla
3913,L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,6240.574731903485,9.0,5090.4,No Falla
3914,M18773,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,5192.275469168901,9.0,3788.8,No Falla
3915,L51094,L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0,5488.050854557641,9.0,4598.1,No Falla
3916,L51095,L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0,5251.968833780161,9.0,3923.5,No Falla
3917,L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,5630.131534852547,9.0,4995.0,No Falla
3918,L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,5506.681467828419,9.099999999999966,4671.7,No Falla
3919,M18778,M,302.5,311.5,1358,52.7,139,0,0,0,0,0,0,7494.826575067024,9.0,7325.3,No Falla
3920,H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,5598.242711126005,9.0,4586.599999999999,No Falla
3921,L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,5428.692610589812,8.899999999999977,4042.5,No Falla
3922,L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0,6477.421246648793,8.800000000000011,6168.599999999999,No Falla
3923,M18782,M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,5428.064259383378,8.799999999999955,4454.5,No Falla
3924,M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,5613.438337801608,8.799999999999955,4804.8,No Falla
3925,M18784,M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0,5996.565013404826,8.899999999999977,5495.0,No Falla
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,5077.580428954424,9.0,4736.0,No Falla
3927,L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,6066.10254691689,8.899999999999977,5832.0,No Falla
3928,H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,5703.334450402145,8.800000000000011,5740.0,No Falla
3929,L51108,L,302.6,311.5,1442,59.8,169,1,0,0,1,0,0,9030.621648793565,8.899999999999977,10106.199999999999,Falla
3930,M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,6099.070040214477,8.900000000000034,6634.799999999999,No Falla
3931,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,4103.887399463807,9.0,3340.7999999999997,No Falla
3932,M18791,M,302.7,311.7,1784,25.1,177,0,0,0,0,0,0,4689.426943699732,9.0,4442.7,No Falla
3933,L51112,L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0,4581.434316353887,9.0,4031.9999999999995,No Falla
3934,L51113,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0,5727.128016085791,9.0,6315.400000000001,No Falla
3935,M18794,M,302.6,311.6,1518,39.0,184,0,0,0,0,0,0,6199.9413538874,9.0,7176.0,No Falla
3936,M18795,M,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,8763.551441018768,9.0,12753.4,Falla
3937,L51116,L,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,3908.135053619303,9.0,3572.0,No Falla
3938,L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,4982.071045576407,9.0,5068.799999999999,No Falla
3939,L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,5439.133713136729,9.0,6285.599999999999,No Falla
3940,L51119,L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0,7917.225201072386,9.100000000000023,10584.0,No Falla
3941,L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,7918.167727882038,9.199999999999989,10731.6,No Falla
3942,L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,4140.970593163538,9.199999999999989,3979.9999999999995,No Falla
3943,M18802,M,302.2,311.4,1398,47.2,202,0,0,0,0,0,0,6910.355227882038,9.199999999999989,9534.400000000001,No Falla
3944,L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,9311.232825067025,9.099999999999966,13673.5,Falla
3945,L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,7144.499832439677,9.0,10225.8,No Falla
3946,L51125,L,302.2,311.3,1570,36.1,0,0,0,0,0,0,0,5935.510221179625,9.100000000000023,0.0,No Falla
3947,M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,5382.665884718499,9.100000000000023,62.0,No Falla
3948,H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,5348.399798927613,9.100000000000023,146.0,No Falla
3949,M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,5866.810489276139,9.100000000000023,371.0,No Falla
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,7362.935656836461,9.199999999999989,660.4,No Falla
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,6116.370643431636,9.099999999999966,558.0,No Falla
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,5379.911611930295,9.099999999999966,555.9000000000001,No Falla
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,5765.625,9.099999999999966,746.0,No Falla
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,6138.781836461126,9.099999999999966,869.0,No Falla
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,4638.153485254691,9.099999999999966,580.0,No Falla
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,7521.447721179625,9.199999999999989,1388.8,No Falla
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,6314.92962466488,9.099999999999966,1206.0,No Falla
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,7100.263907506703,9.199999999999989,1481.7,No Falla
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,8009.278652815014,9.100000000000023,1942.5,No Falla
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,6023.919235924933,9.199999999999989,1383.8,No Falla
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,7001.82221849866,9.199999999999989,1924.0,No Falla
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,5519.876843163539,9.199999999999989,1348.2,No Falla
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,4635.975201072386,9.100000000000023,1116.0,No Falla
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,6104.767091152816,9.199999999999989,1795.4,No Falla
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,5799.430294906167,9.300000000000011,1726.4,No Falla
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,5918.282925603217,9.199999999999989,2062.5,No Falla
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,6056.677278820374,9.199999999999989,2154.6,No Falla
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,7062.91890080429,9.099999999999966,2690.4,No Falla
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,6133.063840482573,9.099999999999966,2560.6,No Falla
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,6095.5093833780165,9.099999999999966,2515.5,No Falla
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,6704.7168230563,9.099999999999966,3189.2000000000003,No Falla
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,6024.317191689008,9.199999999999989,2478.0,No Falla
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,5490.920325067024,9.099999999999966,2602.5,No Falla
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,6719.483076407506,9.099999999999966,3218.6,No Falla
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,5973.4731065683645,9.100000000000023,2994.1,No Falla
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,7047.796581769437,9.100000000000023,3539.7000000000003,No Falla
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,6609.416890080429,9.099999999999966,3956.0,No Falla
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,5787.742962466488,9.100000000000023,3330.6,No Falla
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,6715.482573726541,9.100000000000023,4361.599999999999,No Falla
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,6299.241789544236,9.0,4012.7999999999997,No Falla
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,6767.866119302949,9.100000000000023,4606.0,No Falla
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,4428.713555630026,9.100000000000023,2211.8999999999996,No Falla
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,7507.226038873995,9.100000000000023,5054.400000000001,No Falla
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,6822.228971179625,9.100000000000023,4971.4,No Falla
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,5674.597855227882,9.0,3542.3999999999996,No Falla
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,7301.001172922252,8.899999999999977,5533.0,No Falla
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,4921.518934316354,9.100000000000023,3337.6,No Falla
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,6517.719504021448,9.0,4956.5,No Falla
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,6542.267091152816,9.100000000000023,4743.6,No Falla
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,5502.848525469169,9.100000000000023,3935.9999999999995,No Falla
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,4996.900134048257,9.0,3440.4,No Falla
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,6059.483914209115,9.0,4368.8,No Falla
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,5763.802781501341,9.0,4398.900000000001,No Falla
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,6627.764745308311,9.0,6261.799999999999,No Falla
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,6052.0903150134045,9.099999999999966,5359.9,No Falla
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,5364.401809651476,9.0,4266.0,No Falla
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,5632.906752680965,9.0,4534.7,No Falla
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,7839.498156836461,8.900000000000034,7518.0,No Falla
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,5829.905328418231,8.899999999999977,4984.2,No Falla
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,6825.779155495979,9.0,6609.599999999999,No Falla
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,7490.637567024128,9.099999999999966,7343.799999999999,No Falla
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,6342.598022788204,9.099999999999966,5609.2,No Falla
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,9014.410187667561,9.099999999999966,9057.6,Falla
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,6251.748910857908,9.099999999999966,6091.5,No Falla
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,8008.974949731904,9.100000000000023,8744.9,No Falla
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,7185.48927613941,9.100000000000023,7759.2,No Falla
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,7031.25,9.099999999999966,7290.0,No Falla
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,7283.135053619303,9.099999999999966,8331.199999999999,No Falla
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,6454.727295576407,9.0,6955.4,No Falla
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,6145.274798927614,9.0,6084.0,No Falla
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,6319.956434316354,9.0,6429.6,No Falla
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,7895.0967660857905,8.900000000000034,9065.4,No Falla
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,7520.107238605899,9.0,9292.8,No Falla
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,6152.815013404826,8.900000000000034,6086.0,No Falla
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,5612.432975871314,8.899999999999977,5605.6,No Falla
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,6403.715650134048,8.799999999999955,7617.599999999999,No Falla
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,5261.121816353888,8.799999999999955,5635.8,No Falla
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,4660.983579088472,8.800000000000011,4399.2,No Falla
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,4313.348274128687,8.800000000000011,4389.0,No Falla
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,7391.232406166219,8.899999999999977,8742.9,No Falla
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,7003.445459115282,8.899999999999977,9702.0,No Falla
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,6462.5921581769435,8.799999999999955,8415.0,No Falla
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,5356.296079088472,8.799999999999955,6232.099999999999,No Falla
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,7142.258713136729,8.899999999999977,10250.0,No Falla
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,8531.469922922251,8.899999999999977,12482.099999999999,Falla
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,4725.923676273459,8.899999999999977,5481.0,No Falla
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,5620.957607238606,8.899999999999977,7331.5,No Falla
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,6199.187332439677,9.0,8240.4,No Falla
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,6582.607238605899,8.899999999999977,9504.0,No Falla
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,5099.17476541555,8.899999999999977,6438.0,No Falla
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,3882.5716320375336,8.800000000000011,3927.1000000000004,No Falla
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,6470.64552613941,8.800000000000011,9778.300000000001,No Falla
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,7285.198140080428,8.800000000000011,11619.3,Falla
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,5029.029825737266,8.699999999999989,6314.3,No Falla
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,4904.804792225201,8.800000000000011,6815.0,Falla
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,5573.098190348525,8.800000000000011,0.0,No Falla
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,7430.200653485254,8.800000000000011,98.2,No Falla
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,5931.300268096515,8.800000000000011,140.8,No Falla
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,5569.537533512063,8.899999999999977,240.79999999999998,No Falla
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,6449.302530160858,8.900000000000034,353.7,No Falla
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,5070.354390080429,8.800000000000011,301.4,No Falla
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,5512.085288203753,8.899999999999977,444.6,No Falla
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,6387.81836461126,8.899999999999977,585.0,No Falla
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,7006.482489946381,8.800000000000011,787.0999999999999,No Falla
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,7088.461377345845,9.0,954.0,Falla
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,4117.051357238605,9.099999999999966,480.7,No Falla
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,6875.230395442359,9.0,1201.2,No Falla
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,7009.257707774799,9.100000000000023,1334.0,No Falla
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,3409.9677446380697,9.100000000000023,375.09999999999997,Falla
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,6493.59081769437,9.0,1359.6000000000001,No Falla
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,7105.563002680966,9.0,1631.0,No Falla
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,6720.3418230563,9.0,1716.8,No Falla
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,6416.471179624666,8.900000000000034,1528.8000000000002,No Falla
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,3886.4045743967827,9.0,676.2,No Falla
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,6648.123324396783,9.0,1962.0,No Falla
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,4433.59375,9.0,1089.6,No Falla
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,6171.382791554959,9.0,1845.0,No Falla
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,6043.377178284182,8.899999999999977,2007.2,No Falla
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,7197.050938337801,8.899999999999977,2548.8,No Falla
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,6796.613186997319,8.900000000000034,2525.1,No Falla
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,7858.16018766756,8.899999999999977,3274.5,No Falla
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,4331.455261394101,8.900000000000034,1345.3999999999999,No Falla
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,6663.03619302949,8.899999999999977,2816.0,No Falla
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,4018.892426273458,8.800000000000011,1300.2,No Falla
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,7300.184316353888,8.800000000000011,3202.8,No Falla
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,5949.815683646112,8.800000000000011,2632.0,No Falla
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,7245.308310991957,8.800000000000011,3431.0,No Falla
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,7632.267928954424,8.800000000000011,3876.0,No Falla
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,7180.378686327078,8.800000000000011,3806.3999999999996,No Falla
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,7047.953669571046,8.800000000000011,3832.0,No Falla
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,8201.95207774799,8.699999999999989,4822.3,No Falla
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,9562.102044235924,8.700000000000045,5830.999999999999,Falla
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,5631.492962466488,8.700000000000045,2905.7999999999997,No Falla
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,6876.047252010724,8.700000000000045,4138.5,No Falla
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,6497.476122654156,8.699999999999989,3928.4,No Falla
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,6448.841739276139,8.600000000000023,3656.6,No Falla
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,6027.83595844504,8.600000000000023,3590.3999999999996,No Falla
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,6814.783009383377,8.5,3940.2,No Falla
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,8456.099195710454,8.599999999999966,6302.4,Falla
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,4557.221849865952,8.5,2332.0,No Falla
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,8242.501675603216,8.399999999999977,6264.0,Falla
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,8142.928954423593,8.399999999999977,6402.0,Falla
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,6436.997319034853,8.399999999999977,4390.400000000001,No Falla
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,5973.399798927613,8.399999999999977,4149.599999999999,No Falla
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,6006.1578418230565,8.399999999999977,4165.2,No Falla
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,4550.058646112601,8.5,2808.4,No Falla
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,5924.168481903485,8.5,4476.400000000001,No Falla
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,7911.193029490616,8.5,6917.4,Falla
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,6558.394772117962,8.600000000000023,5427.2,No Falla
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,6710.476709115281,8.600000000000023,5239.0,No Falla
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,3635.284014745308,8.5,2101.4,No Falla
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,5495.507288873995,8.399999999999977,4441.5,No Falla
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,4630.19436997319,8.5,3367.2,No Falla
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,5287.920995308311,8.5,4590.3,No Falla
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,5342.65038538874,8.5,4511.4,No Falla
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,6600.703753351207,8.5,6393.6,No Falla
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,7417.581266756032,8.5,7910.1,Falla
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,5420.974363270778,8.5,5285.5,No Falla
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,5108.57908847185,8.300000000000011,4647.2,No Falla
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,7236.595174262735,8.399999999999977,7504.8,No Falla
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,4604.138739946381,8.399999999999977,3735.2,No Falla
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,4616.873324396783,8.5,3814.2,No Falla
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,7076.281836461126,8.399999999999977,7689.0,No Falla
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,6581.2667560321715,8.399999999999977,7247.8,No Falla
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,7214.979892761395,8.399999999999977,8382.4,No Falla
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,5835.455764075067,8.600000000000023,6019.200000000001,No Falla
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,7625.827329088472,8.600000000000023,8840.300000000001,No Falla
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,5134.037784852547,8.5,4742.5,No Falla
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,4319.453753351207,8.600000000000023,3858.6,No Falla
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,7383.650301608579,8.700000000000045,8556.199999999999,No Falla
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,6656.197637399464,8.600000000000023,8499.4,No Falla
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,6711.105060321715,8.600000000000023,7544.0,No Falla
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,6119.973190348525,8.600000000000023,7423.900000000001,No Falla
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,7673.477295576407,8.600000000000023,10617.599999999999,No Falla
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,7551.713304289545,8.600000000000023,10301.4,No Falla
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,7710.5185991957105,8.600000000000023,10721.2,No Falla
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,8446.129356568365,8.5,11738.4,No Falla
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,7816.4795576407505,8.600000000000023,11362.800000000001,Falla
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,6823.705596514746,8.600000000000023,9826.2,No Falla
